InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID,TotalAmount
INV362372,PROD009,10,2023-10-25,26.75,C0414,267.5
INV815557,PROD004,10,2023-07-12,46.07,C0092,460.7
INV621670,PROD018,18,2023-08-09,30.86,C0443,555.48
INV269690,PROD004,11,2023-05-15,39.56,C0211,435.16
INV613832,PROD020,11,2023-07-06,21.47,C0008,236.17
INV698957,PROD029,11,2023-01-15,27.11,C0388,298.21
INV919209,PROD020,11,2023-04-09,48.26,C0231,530.86
INV998668,PROD039,1,2023-05-05,21.54,C0260,21.54
INV921327,PROD024,9,2023-07-15,40.05,C0401,360.45
INV834630,PROD041,6,2023-06-22,38.64,C0067,231.84
INV732973,PROD004,4,2023-06-21,20.13,C0149,80.52
INV828542,PROD023,8,2023-01-05,46.3,C0312,370.4
INV224166,PROD044,14,2023-04-06,8.43,C0478,118.02
INV548981,PROD010,10,2023-08-20,9.46,C0090,94.60000000000001
INV900911,PROD031,16,2023-03-10,15.88,C0494,254.08
INV182905,PROD040,3,2023-02-23,19.81,C0162,59.42999999999999
INV954888,PROD018,4,2023-09-15,5.07,C0091,20.28
INV507104,PROD017,18,2023-11-24,39.95,C0490,719.1
INV717411,PROD001,18,2023-08-31,1.24,C0031,22.32
INV234062,PROD026,16,2023-10-14,35.69,C0265,571.04
INV565660,PROD006,6,2023-07-03,29.1,C0101,174.60000000000002
INV931026,PROD001,9,2023-07-29,22.58,C0477,203.21999999999997
INV272620,PROD011,14,2023-02-26,4.27,C0135,59.779999999999994
INV458770,PROD014,17,2023-09-03,12.94,C0028,219.98
INV889115,PROD028,12,2023-07-17,34.97,C0117,419.64
INV277003,PROD004,15,2023-11-22,27.93,C0273,418.95
INV229400,PROD017,17,2023-03-07,9.15,C0189,155.55
INV479615,PROD036,8,2023-05-10,25.42,C0344,203.36
INV550087,PROD049,9,2023-12-13,2.83,C0409,25.47
INV454984,PROD020,12,2023-08-28,14.62,C0131,175.44
INV216815,PROD010,7,2023-02-09,42.35,C0379,296.45
INV399332,PROD013,5,2023-08-18,46.77,C0072,233.85000000000002
INV815309,PROD035,20,2023-09-09,38.38,C0395,767.6
INV901276,PROD040,3,2023-07-23,22.81,C0482,68.42999999999999
INV878317,PROD016,10,2023-12-14,32.43,C0106,324.3
INV665073,PROD032,6,2023-10-12,2.02,C0086,12.120000000000001
INV470808,PROD044,6,2023-09-01,41.07,C0195,246.42000000000002
INV736213,PROD001,18,2023-02-04,3.51,C0366,63.17999999999999
INV444930,PROD025,8,2023-05-11,41.42,C0402,331.36
INV931338,PROD041,7,2023-11-08,2.14,C0366,14.98
INV379723,PROD021,18,2023-03-16,25.4,C0118,457.2
INV112389,PROD015,11,2023-06-06,42.46,C0320,467.06
INV561941,PROD045,4,2023-07-22,25.98,C0019,103.92
INV983488,PROD033,10,2023-02-04,25.95,C0243,259.5
INV802573,PROD023,6,2023-05-11,14.3,C0218,85.80000000000001
INV965968,PROD024,9,2023-01-28,13.46,C0490,121.14000000000001
INV169161,PROD014,18,2023-12-19,44.01,C0273,792.18
INV922375,PROD039,20,2023-12-27,11.26,C0244,225.2
INV892358,PROD007,1,2023-11-30,32.27,C0283,32.27
INV229323,PROD047,11,2023-11-02,12.43,C0467,136.73
INV793182,PROD035,15,2023-09-20,48.04,C0076,720.6
INV707418,PROD035,13,2023-10-18,40.29,C0131,523.77
INV901462,PROD038,17,2023-03-21,25.97,C0218,441.49
INV604617,PROD039,2,2023-06-11,15.65,C0354,31.3
INV387562,PROD045,5,2023-02-23,41.96,C0297,209.8
INV138198,PROD029,5,2023-04-30,13.06,C0430,65.3
INV844984,PROD006,20,2023-07-15,27.25,C0415,545.0
INV972039,PROD012,9,2023-04-15,7.04,C0130,63.36
INV646794,PROD042,8,2023-03-25,29.82,C0286,238.56
INV218205,PROD016,19,2023-03-19,39.72,C0121,754.68
INV956593,PROD043,18,2023-07-20,25.25,C0331,454.5
INV639685,PROD037,7,2023-09-22,49.18,C0081,344.26
INV275933,PROD004,19,2023-04-19,28.07,C0474,533.33
INV294106,PROD008,2,2023-01-08,40.9,C0075,81.8
INV647379,PROD012,1,2023-12-21,1.31,C0118,1.31
INV131248,PROD030,14,2023-01-24,19.28,C0198,269.92
INV940997,PROD041,20,2023-10-13,33.74,C0261,674.8000000000001
INV187672,PROD031,13,2023-10-08,6.52,C0347,84.75999999999999
INV402790,PROD019,7,2023-02-17,18.95,C0419,132.65
INV434836,PROD047,8,2023-05-29,44.94,C0032,359.52
INV924357,PROD016,3,2023-01-25,29.69,C0333,89.07000000000001
INV772676,PROD018,14,2023-10-09,39.26,C0248,549.64
INV431761,PROD013,11,2023-10-29,15.81,C0071,173.91
INV868957,PROD044,4,2023-04-12,2.23,C0427,8.92
INV291238,PROD002,15,2023-07-26,41.85,C0396,627.75
INV497608,PROD024,9,2023-10-29,47.2,C0002,424.8
INV148315,PROD005,11,2023-12-19,1.47,C0225,16.169999999999998
INV177411,PROD028,13,2023-02-17,21.39,C0224,278.07
INV190745,PROD042,13,2023-06-03,45.85,C0007,596.0500000000001
INV947000,PROD006,8,2023-01-01,49.35,C0363,394.8
INV957677,PROD035,11,2023-11-11,5.48,C0229,60.28
INV143995,PROD038,9,2023-08-29,38.74,C0473,348.66
INV897136,PROD040,1,2023-10-15,18.68,C0268,18.68
INV680870,PROD028,14,2023-05-31,27.64,C0100,386.96000000000004
INV752036,PROD025,18,2023-10-17,36.42,C0073,655.5600000000001
INV653600,PROD011,13,2023-01-08,30.54,C0208,397.02
INV766138,PROD035,14,2023-09-24,28.12,C0120,393.68
INV792492,PROD008,16,2023-12-16,26.69,C0290,427.04
INV489017,PROD032,20,2023-01-16,4.1,C0329,82.0
INV984885,PROD038,14,2023-08-21,9.44,C0412,132.16
INV826886,PROD037,15,2023-01-12,44.89,C0040,673.35
INV239147,PROD016,5,2023-02-14,1.6,C0305,8.0
INV647332,PROD045,12,2023-11-20,23.0,C0221,276.0
INV182480,PROD036,6,2023-06-04,19.32,C0296,115.92
INV176377,PROD001,19,2023-03-13,18.74,C0284,356.05999999999995
INV223499,PROD030,12,2023-06-10,17.11,C0402,205.32
INV803556,PROD032,15,2023-02-16,14.89,C0236,223.35000000000002
INV293858,PROD009,16,2023-11-05,15.19,C0383,243.04
INV678211,PROD005,4,2023-11-27,27.32,C0402,109.28
INV522379,PROD018,3,2023-10-31,30.62,C0075,91.86
INV247758,PROD009,14,2023-03-25,13.68,C0482,191.51999999999998
INV571103,PROD031,11,2023-02-08,25.86,C0309,284.46
INV379341,PROD046,9,2023-07-07,36.19,C0028,325.71
INV814096,PROD009,4,2023-06-27,41.25,C0470,165.0
INV434454,PROD024,16,2023-01-24,41.76,C0151,668.16
INV248411,PROD033,5,2023-10-23,0.64,C0223,3.2
INV702430,PROD024,16,2023-12-30,41.61,C0065,665.76
INV330222,PROD047,2,2023-07-24,3.64,C0010,7.28
INV581671,PROD046,11,2023-01-28,20.8,C0474,228.8
INV286253,PROD014,5,2023-08-29,14.28,C0088,71.39999999999999
INV105302,PROD011,18,2023-05-24,30.75,C0258,553.5
INV291646,PROD006,16,2023-09-22,26.25,C0030,420.0
INV194465,PROD045,9,2023-05-04,36.0,C0083,324.0
INV933451,PROD027,3,2023-10-05,19.78,C0070,59.34
INV924496,PROD024,1,2023-01-31,24.33,C0396,24.33
INV489862,PROD036,2,2023-10-22,5.03,C0180,10.06
INV946475,PROD001,20,2023-08-26,9.31,C0500,186.20000000000002
INV184799,PROD043,3,2023-08-07,16.09,C0056,48.269999999999996
INV155826,PROD003,12,2023-08-14,11.76,C0383,141.12
INV584835,PROD037,5,2023-01-17,10.38,C0421,51.900000000000006
INV104827,PROD028,19,2023-01-08,16.04,C0037,304.76
INV190831,PROD031,9,2023-12-01,45.35,C0490,408.15000000000003
INV845932,PROD033,19,2023-10-15,39.37,C0450,748.03
INV247691,PROD045,10,2023-11-27,11.74,C0168,117.4
INV682308,PROD037,17,2023-10-31,23.68,C0409,402.56
INV369579,PROD014,14,2023-11-01,17.56,C0294,245.83999999999997
INV754736,PROD031,4,2023-02-15,20.96,C0143,83.84
INV312005,PROD047,17,2023-08-31,46.32,C0407,787.44
INV137247,PROD020,18,2023-02-06,4.59,C0413,82.62
INV796241,PROD022,2,2023-10-15,8.11,C0133,16.22
INV591018,PROD026,8,2023-02-05,34.39,C0313,275.12
INV559119,PROD019,7,2023-07-04,48.56,C0457,339.92
INV541111,PROD034,8,2023-03-19,17.2,C0132,137.6
INV556572,PROD004,13,2023-10-07,43.17,C0272,561.21
INV674571,PROD048,14,2023-10-29,22.67,C0020,317.38
INV627832,PROD046,9,2023-10-05,44.6,C0113,401.40000000000003
INV939072,PROD036,10,2023-06-12,48.4,C0100,484.0
INV666432,PROD025,10,2023-03-12,20.59,C0117,205.9
INV390141,PROD022,11,2023-08-16,3.13,C0025,34.43
INV451863,PROD004,13,2023-11-14,18.33,C0361,238.28999999999996
INV315996,PROD006,12,2023-03-23,48.07,C0181,576.84
INV449497,PROD012,1,2023-10-04,29.91,C0290,29.91
INV833832,PROD021,4,2023-11-19,2.6,C0462,10.4
INV206657,PROD047,1,2023-11-04,33.47,C0159,33.47
INV585175,PROD015,4,2023-02-21,47.58,C0456,190.32
INV120024,PROD033,13,2023-12-18,5.19,C0399,67.47
INV815104,PROD022,10,2023-08-16,35.36,C0073,353.6
INV525850,PROD004,6,2023-01-13,8.83,C0200,52.980000000000004
INV957287,PROD040,12,2023-06-11,46.01,C0368,552.12
INV186709,PROD018,3,2023-01-01,34.29,C0471,102.87
INV923062,PROD009,6,2023-06-10,22.17,C0342,133.02
INV111089,PROD037,12,2023-01-31,43.66,C0407,523.92
INV453643,PROD027,2,2023-02-26,4.41,C0081,8.82
INV936708,PROD047,6,2023-06-27,45.37,C0110,272.21999999999997
INV747637,PROD044,19,2023-11-21,13.35,C0336,253.65
INV204745,PROD003,15,2023-09-10,14.48,C0174,217.20000000000002
INV723861,PROD029,7,2023-08-26,42.3,C0392,296.09999999999997
INV806815,PROD004,12,2023-10-30,35.56,C0282,426.72
INV887476,PROD042,1,2023-12-08,45.72,C0188,45.72
INV401828,PROD005,2,2023-07-21,0.98,C0425,1.96
INV910403,PROD044,20,2023-06-05,11.2,C0491,224.0
INV224274,PROD001,7,2023-10-24,34.66,C0370,242.61999999999998
INV324933,PROD018,12,2023-01-17,6.74,C0002,80.88
INV167538,PROD003,17,2023-05-26,30.77,C0220,523.09
INV332135,PROD035,10,2023-02-18,31.53,C0037,315.3
INV671938,PROD022,20,2023-03-31,31.02,C0335,620.4
INV694628,PROD023,8,2023-12-18,45.51,C0184,364.08
INV134873,PROD010,2,2023-02-06,18.39,C0175,36.78
INV113682,PROD027,16,2023-10-23,28.69,C0031,459.04
INV161645,PROD002,13,2023-10-08,28.77,C0330,374.01
INV375532,PROD035,13,2023-09-02,36.0,C0038,468.0
INV380028,PROD045,8,2023-09-14,49.81,C0023,398.48
INV794379,PROD044,5,2023-04-22,35.97,C0356,179.85
INV493183,PROD037,10,2023-12-24,15.68,C0100,156.8
INV580747,PROD015,1,2023-09-09,0.64,C0442,0.64
INV328554,PROD049,6,2023-01-05,17.04,C0194,102.24
INV617189,PROD041,12,2023-02-07,41.51,C0083,498.12
INV292565,PROD025,11,2023-07-20,13.13,C0109,144.43
INV710389,PROD007,15,2023-04-05,27.09,C0147,406.35
INV836578,PROD041,6,2023-10-21,33.24,C0032,199.44
INV447110,PROD010,8,2023-06-07,39.57,C0399,316.56
INV699070,PROD007,3,2023-01-17,1.25,C0439,3.75
INV473470,PROD042,14,2023-01-24,42.03,C0021,588.4200000000001
INV635231,PROD001,18,2023-07-31,28.01,C0126,504.18
INV192679,PROD016,1,2023-03-01,8.0,C0130,8.0
INV746202,PROD026,15,2023-03-11,11.39,C0197,170.85000000000002
INV578715,PROD001,10,2023-06-21,44.87,C0475,448.7
INV573062,PROD049,19,2023-10-06,28.05,C0172,532.95
INV872744,PROD037,6,2023-10-31,4.84,C0166,29.04
INV342163,PROD028,10,2023-01-24,8.79,C0304,87.89999999999999
INV936071,PROD016,14,2023-04-02,33.72,C0489,472.08
INV645952,PROD045,5,2023-07-01,23.15,C0005,115.75
INV125862,PROD005,9,2023-08-26,23.37,C0096,210.33
INV220098,PROD039,5,2023-08-16,0.55,C0356,2.75
INV106416,PROD023,6,2023-10-09,11.67,C0047,70.02
INV203782,PROD013,14,2023-03-28,35.17,C0093,492.38
INV923841,PROD039,6,2023-09-26,3.84,C0332,23.04
INV819737,PROD034,19,2023-01-03,45.54,C0064,865.26
INV627573,PROD037,4,2023-02-27,21.97,C0188,87.88
INV677347,PROD014,18,2023-10-09,18.89,C0224,340.02
INV886038,PROD047,19,2023-10-19,44.1,C0042,837.9
INV198772,PROD045,16,2023-12-20,8.79,C0238,140.64
INV886864,PROD036,17,2023-01-26,2.7,C0196,45.900000000000006
INV733207,PROD022,8,2023-12-25,24.2,C0396,193.6
INV738222,PROD014,3,2023-07-12,27.6,C0440,82.80000000000001
INV280751,PROD010,17,2023-09-03,45.48,C0483,773.16
INV156015,PROD033,9,2023-06-09,16.92,C0412,152.28000000000003
INV270407,PROD007,17,2023-09-02,7.34,C0337,124.78
INV408853,PROD004,6,2023-11-11,27.78,C0001,166.68
INV162033,PROD009,8,2023-03-21,7.2,C0275,57.6
INV786642,PROD006,9,2023-05-23,14.3,C0130,128.70000000000002
INV884096,PROD047,5,2023-09-26,46.27,C0109,231.35000000000002
INV705316,PROD005,14,2023-07-04,48.71,C0057,681.94
INV232679,PROD046,7,2023-12-11,35.2,C0309,246.40000000000003
INV317954,PROD041,1,2023-11-21,6.82,C0377,6.82
INV236927,PROD018,5,2023-03-09,11.34,C0026,56.7
INV829234,PROD029,16,2023-03-07,18.28,C0368,292.48
INV143441,PROD007,8,2023-04-10,18.96,C0449,151.68
INV451760,PROD049,5,2023-08-02,25.42,C0461,127.10000000000001
INV103026,PROD004,14,2023-04-11,13.05,C0454,182.70000000000002
INV342020,PROD004,12,2023-11-01,35.9,C0350,430.79999999999995
INV712957,PROD029,15,2023-07-23,23.25,C0479,348.75
INV817002,PROD040,18,2023-02-06,11.6,C0050,208.79999999999998
INV535904,PROD042,6,2023-02-15,49.54,C0012,297.24
INV737658,PROD044,3,2023-07-13,23.75,C0350,71.25
INV328767,PROD011,19,2023-09-29,37.58,C0021,714.02
INV961067,PROD002,9,2023-10-05,12.77,C0062,114.92999999999999
INV258162,PROD005,20,2023-03-25,19.66,C0142,393.2
INV610497,PROD006,7,2023-08-03,46.97,C0291,328.78999999999996
INV486478,PROD033,2,2023-10-13,18.66,C0008,37.32
INV501777,PROD027,13,2023-01-21,23.29,C0497,302.77
INV698032,PROD045,13,2023-02-13,46.53,C0120,604.89
INV709446,PROD026,12,2023-06-05,18.4,C0263,220.79999999999998
INV562396,PROD049,9,2023-01-19,15.37,C0147,138.32999999999998
INV421042,PROD028,13,2023-12-17,48.99,C0495,636.87
INV108950,PROD013,8,2023-06-26,28.59,C0310,228.72
INV298991,PROD042,20,2023-08-21,19.16,C0155,383.2
INV192756,PROD011,13,2023-03-02,7.17,C0067,93.21
INV797790,PROD010,9,2023-07-30,11.21,C0152,100.89000000000001
INV829207,PROD048,11,2023-10-12,47.07,C0071,517.77
INV991447,PROD018,5,2023-09-21,5.52,C0165,27.599999999999998
INV722978,PROD041,2,2023-09-10,26.92,C0263,53.84
INV527361,PROD044,20,2023-11-15,5.36,C0487,107.2
INV188746,PROD041,8,2023-12-31,36.36,C0076,290.88
INV331319,PROD039,19,2023-05-15,34.29,C0337,651.51
INV855148,PROD036,11,2023-03-10,40.35,C0103,443.85
INV483394,PROD019,15,2023-04-06,48.72,C0495,730.8
INV357449,PROD004,12,2023-04-26,26.82,C0342,321.84000000000003
INV181315,PROD013,2,2023-05-04,40.54,C0134,81.08
INV623772,PROD046,12,2023-09-28,42.49,C0041,509.88
INV487758,PROD002,12,2023-05-17,49.02,C0208,588.24
INV807935,PROD030,13,2023-10-16,45.85,C0443,596.0500000000001
INV715332,PROD032,11,2023-07-25,39.91,C0138,439.01
INV451800,PROD047,9,2023-11-22,36.23,C0365,326.07
INV488726,PROD013,12,2023-08-12,48.37,C0485,580.4399999999999
INV914660,PROD031,9,2023-11-01,19.95,C0289,179.54999999999998
INV232616,PROD025,3,2023-05-24,21.83,C0258,65.49
INV661498,PROD012,11,2023-01-12,14.63,C0041,160.93
INV421230,PROD001,19,2023-11-13,16.94,C0358,321.86
INV724893,PROD006,11,2023-07-24,9.68,C0261,106.47999999999999
INV416761,PROD021,12,2023-07-23,29.0,C0074,348.0
INV114204,PROD029,6,2023-05-03,6.09,C0433,36.54
INV224427,PROD018,5,2023-10-29,12.36,C0233,61.8
INV155196,PROD012,13,2023-05-27,6.57,C0137,85.41
INV931141,PROD017,18,2023-05-07,29.38,C0342,528.84
INV914483,PROD011,14,2023-06-04,40.92,C0460,572.88
INV574800,PROD020,7,2023-01-29,36.06,C0163,252.42000000000002
INV336983,PROD027,8,2023-08-23,33.06,C0291,264.48
INV819594,PROD044,1,2023-11-27,1.98,C0054,1.98
INV275124,PROD008,16,2023-07-02,47.04,C0375,752.64
INV568329,PROD008,3,2023-10-09,18.73,C0073,56.19
INV480368,PROD036,9,2023-04-18,16.26,C0048,146.34
INV553976,PROD043,9,2023-04-01,37.09,C0418,333.81000000000006
INV782084,PROD033,15,2023-12-15,13.36,C0456,200.39999999999998
INV303419,PROD044,16,2023-09-12,2.91,C0456,46.56
INV935329,PROD011,1,2023-07-30,34.73,C0330,34.73
INV585280,PROD048,5,2023-08-16,11.52,C0175,57.599999999999994
INV439648,PROD009,19,2023-12-16,21.78,C0232,413.82000000000005
INV392193,PROD013,7,2023-02-27,23.67,C0209,165.69
INV834282,PROD004,2,2023-11-19,46.29,C0467,92.58
INV125780,PROD010,15,2023-02-02,46.66,C0183,699.9
INV147846,PROD024,11,2023-12-04,32.63,C0475,358.93
INV286836,PROD002,5,2023-12-16,24.45,C0019,122.25
INV585610,PROD009,3,2023-06-13,15.8,C0374,47.400000000000006
INV415751,PROD013,4,2023-11-06,21.56,C0340,86.24
INV900130,PROD037,4,2023-04-22,38.58,C0117,154.32
INV136786,PROD034,3,2023-03-26,24.97,C0204,74.91
INV468117,PROD008,7,2023-06-27,19.22,C0102,134.54
INV855861,PROD010,17,2023-04-01,38.89,C0364,661.13
INV997523,PROD039,6,2023-11-20,28.99,C0014,173.94
INV745262,PROD016,12,2023-07-11,6.83,C0249,81.96000000000001
INV277184,PROD043,7,2023-03-17,45.52,C0181,318.64000000000004
INV299338,PROD041,15,2023-11-12,11.73,C0078,175.95000000000002
INV401286,PROD034,20,2023-01-01,30.59,C0458,611.8
INV235478,PROD031,8,2023-04-26,39.2,C0187,313.6
INV136446,PROD028,14,2023-06-29,4.81,C0117,67.33999999999999
INV581416,PROD026,3,2023-10-10,45.42,C0241,136.26
INV926185,PROD033,6,2023-09-12,19.76,C0024,118.56
INV499646,PROD008,17,2023-04-13,40.44,C0492,687.48
INV515682,PROD007,1,2023-03-21,24.82,C0020,24.82
INV810694,PROD023,18,2023-10-13,11.5,C0052,207.0
INV798582,PROD041,6,2023-09-10,35.45,C0287,212.70000000000002
INV660078,PROD041,14,2023-05-15,46.19,C0407,646.66
INV564116,PROD017,13,2023-06-16,24.18,C0441,314.34
INV824410,PROD017,5,2023-04-21,7.68,C0386,38.4
INV117707,PROD010,6,2023-09-18,46.02,C0079,276.12
INV462918,PROD007,20,2023-03-20,14.96,C0325,299.20000000000005
INV818618,PROD043,19,2023-12-07,8.14,C0287,154.66000000000003
INV524701,PROD012,6,2023-07-01,36.85,C0324,221.10000000000002
INV453929,PROD025,6,2023-11-13,41.14,C0030,246.84
INV973585,PROD024,2,2023-05-05,45.06,C0109,90.12
INV169907,PROD041,16,2023-05-06,43.29,C0460,692.64
INV516095,PROD042,4,2023-05-20,26.81,C0438,107.24
INV106619,PROD032,9,2023-05-01,5.67,C0351,51.03
INV419700,PROD043,11,2023-10-14,11.84,C0249,130.24
INV792051,PROD008,18,2023-01-07,16.54,C0396,297.71999999999997
INV160116,PROD015,13,2023-12-05,9.14,C0037,118.82000000000001
INV788758,PROD019,13,2023-08-31,11.85,C0261,154.04999999999998
INV929165,PROD025,3,2023-05-22,16.03,C0188,48.09
INV176253,PROD003,12,2023-10-19,16.26,C0244,195.12
INV855373,PROD012,3,2023-08-08,18.73,C0410,56.19
INV458844,PROD005,3,2023-12-11,28.53,C0138,85.59
INV195760,PROD028,9,2023-12-10,1.34,C0169,12.06
INV719639,PROD047,13,2023-04-19,29.83,C0296,387.78999999999996
INV163122,PROD029,18,2023-04-05,25.08,C0165,451.43999999999994
INV555707,PROD001,5,2023-03-28,1.4,C0245,7.0
INV620230,PROD011,1,2023-11-30,4.02,C0500,4.02
INV311587,PROD009,3,2023-02-07,7.91,C0050,23.73
INV523135,PROD016,14,2023-11-14,45.34,C0293,634.76
INV138100,PROD035,19,2023-07-27,32.54,C0237,618.26
INV547073,PROD034,16,2023-03-26,11.17,C0290,178.72
INV907918,PROD031,8,2023-11-05,4.46,C0252,35.68
INV901783,PROD009,15,2023-12-12,32.78,C0095,491.70000000000005
INV660741,PROD030,11,2023-09-29,34.92,C0015,384.12
INV981495,PROD031,18,2023-05-02,21.31,C0319,383.58
INV826630,PROD014,19,2023-12-24,45.06,C0327,856.1400000000001
INV907365,PROD013,4,2023-11-19,30.33,C0159,121.32
INV804762,PROD022,10,2023-09-20,9.82,C0196,98.2
INV251762,PROD038,11,2023-03-05,9.49,C0372,104.39
INV983073,PROD011,4,2023-06-30,29.51,C0024,118.04
INV396525,PROD023,16,2023-05-20,40.47,C0013,647.52
INV603251,PROD041,15,2023-05-26,40.08,C0289,601.1999999999999
INV688526,PROD046,2,2023-08-04,0.56,C0004,1.12
INV899555,PROD026,10,2023-12-07,15.8,C0238,158.0
INV721895,PROD032,13,2023-08-18,15.24,C0223,198.12
INV504390,PROD020,3,2023-04-14,21.28,C0231,63.84
INV369412,PROD023,14,2023-01-18,34.69,C0456,485.65999999999997
INV470150,PROD022,2,2023-05-06,1.64,C0440,3.28
INV717467,PROD045,8,2023-01-20,23.78,C0162,190.24
INV295529,PROD025,9,2023-11-12,28.47,C0379,256.23
INV692899,PROD030,15,2023-11-22,4.41,C0493,66.15
INV333559,PROD023,5,2023-07-14,28.68,C0333,143.4
INV588585,PROD014,2,2023-10-31,34.89,C0165,69.78
INV269357,PROD001,6,2023-02-26,18.72,C0369,112.32
INV547287,PROD011,15,2023-04-16,20.97,C0271,314.54999999999995
INV404066,PROD016,3,2023-11-11,42.74,C0154,128.22
INV900536,PROD034,20,2023-10-19,42.57,C0470,851.4
INV534055,PROD040,13,2023-05-25,17.76,C0172,230.88000000000002
INV890331,PROD028,8,2023-06-19,15.28,C0337,122.24
INV923724,PROD019,8,2023-05-12,15.72,C0135,125.76
INV732795,PROD020,20,2023-10-19,6.5,C0038,130.0
INV999389,PROD016,20,2023-12-28,12.5,C0302,250.0
INV702847,PROD018,19,2023-04-26,22.82,C0133,433.58
INV895943,PROD018,14,2023-09-27,13.56,C0452,189.84
INV150063,PROD043,18,2023-04-25,8.98,C0347,161.64000000000001
INV858068,PROD022,17,2023-11-06,21.3,C0304,362.1
INV957286,PROD047,7,2023-12-09,49.42,C0245,345.94
INV204604,PROD042,17,2023-05-19,29.34,C0273,498.78
INV567185,PROD011,4,2023-10-20,48.38,C0128,193.52
INV898683,PROD004,6,2023-09-03,6.2,C0067,37.2
INV464639,PROD031,11,2023-09-23,15.42,C0023,169.62
INV939230,PROD019,14,2023-08-30,18.84,C0099,263.76
INV144995,PROD009,5,2023-01-06,2.35,C0300,11.75
INV500033,PROD018,19,2023-06-05,21.93,C0155,416.67
INV694095,PROD005,5,2023-04-25,36.31,C0476,181.55
INV211816,PROD002,5,2023-07-02,44.91,C0028,224.54999999999998
INV449509,PROD008,7,2023-08-25,36.83,C0070,257.81
INV510628,PROD026,12,2023-11-01,26.67,C0440,320.04
INV980366,PROD022,19,2023-12-13,17.2,C0098,326.8
INV701530,PROD001,18,2023-02-10,47.03,C0242,846.54
INV679391,PROD014,3,2023-07-04,13.42,C0313,40.26
INV506728,PROD013,9,2023-07-23,34.94,C0153,314.46
INV677482,PROD006,3,2023-10-05,11.53,C0114,34.589999999999996
INV299747,PROD004,7,2023-04-04,15.18,C0190,106.25999999999999
INV135112,PROD027,6,2023-03-11,46.67,C0425,280.02
INV292006,PROD016,7,2023-05-30,15.85,C0440,110.95
INV415891,PROD027,7,2023-01-10,32.97,C0136,230.79
INV628938,PROD043,15,2023-08-01,35.85,C0119,537.75
INV971571,PROD045,13,2023-10-04,39.18,C0380,509.34
INV429035,PROD003,18,2023-11-30,39.68,C0015,714.24
INV499957,PROD046,5,2023-05-24,28.67,C0364,143.35000000000002
INV194026,PROD038,2,2023-12-01,8.07,C0386,16.14
INV167540,PROD043,16,2023-05-27,22.19,C0332,355.04
INV317935,PROD017,7,2023-06-04,49.68,C0239,347.76
INV932505,PROD021,2,2023-10-02,8.18,C0431,16.36
INV739109,PROD024,2,2023-10-14,8.59,C0406,17.18
INV570239,PROD018,14,2023-04-03,19.85,C0484,277.90000000000003
INV645588,PROD022,6,2023-03-10,10.35,C0385,62.099999999999994
INV240972,PROD040,8,2023-01-09,0.96,C0079,7.68
INV314340,PROD026,19,2023-04-21,49.58,C0170,942.02
INV365959,PROD001,8,2023-04-12,1.59,C0450,12.72
INV228823,PROD030,15,2023-12-21,3.85,C0210,57.75
INV558793,PROD028,15,2023-01-06,18.58,C0344,278.7
INV739590,PROD028,5,2023-11-09,38.91,C0439,194.54999999999998
INV281991,PROD049,11,2023-01-30,12.83,C0178,141.13
INV281447,PROD042,12,2023-02-10,10.93,C0143,131.16
INV955705,PROD015,19,2023-05-13,28.03,C0467,532.57
INV851555,PROD011,8,2023-05-19,1.94,C0250,15.52
INV580722,PROD009,2,2023-06-01,6.79,C0470,13.58
INV271344,PROD038,1,2023-03-25,5.0,C0035,5.0
INV161330,PROD009,10,2023-07-11,3.08,C0339,30.8
INV792640,PROD047,14,2023-05-13,45.86,C0225,642.04
INV972097,PROD035,15,2023-02-22,36.62,C0453,549.3
INV534026,PROD031,16,2023-05-14,16.4,C0470,262.4
INV376519,PROD040,20,2023-04-04,46.82,C0055,936.4
INV662899,PROD025,12,2023-04-27,32.17,C0026,386.04
INV759472,PROD029,5,2023-08-29,39.54,C0447,197.7
INV288616,PROD022,17,2023-02-02,43.67,C0076,742.39
INV919924,PROD021,20,2023-10-27,2.49,C0080,49.800000000000004
INV395433,PROD022,13,2023-10-01,20.01,C0353,260.13
INV359423,PROD017,17,2023-03-17,36.37,C0365,618.29
INV933019,PROD016,7,2023-02-09,22.84,C0249,159.88
INV225017,PROD007,5,2023-01-25,4.68,C0096,23.4
INV463494,PROD030,17,2023-12-23,2.58,C0272,43.86
INV152425,PROD036,14,2023-11-11,40.46,C0353,566.44
INV405500,PROD005,15,2023-09-06,42.83,C0343,642.4499999999999
INV208599,PROD003,8,2023-06-30,30.11,C0356,240.88
INV286859,PROD040,20,2023-07-01,12.97,C0301,259.40000000000003
INV284028,PROD021,4,2023-03-30,24.95,C0307,99.8
INV331013,PROD032,13,2023-05-08,37.55,C0073,488.15
INV998792,PROD030,6,2023-07-04,8.6,C0286,51.599999999999994
INV495191,PROD010,5,2023-04-01,6.09,C0149,30.45
INV501080,PROD021,9,2023-11-27,29.76,C0348,267.84000000000003
INV825987,PROD013,7,2023-01-01,37.13,C0436,259.91
INV416713,PROD013,7,2023-05-31,48.82,C0277,341.74
INV623339,PROD002,10,2023-09-23,25.36,C0227,253.6
INV384124,PROD039,19,2023-01-07,46.16,C0261,877.04
